제작연도,카테고리,프로그램명,총편수,회차제목,내용,시간(러닝타임),장르구분,등록일
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 441,셀프리더십 1 / 이윤희 컨설턴트,30min,강좌,2019-01-28
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 442,상황면접 전략 2 / 안정영 컨설턴트,30min,강좌,2019-01-29
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 443,AI채용 (서류전형) / 최지현 컨설턴트,30min,강좌,2019-01-30
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 444,공기업 취업준비 (심화) / 차연희 컨설턴트,30min,강좌,2019-01-31
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 445,셀프리더십 2 / 이윤희 컨설턴트,30min,강좌,2019-02-01
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 446,AI채용 (면접전형) / 최지현 컨설턴트,30min,강좌,2019-02-05
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 447,2019 산업전망 1 / 안정영 컨설턴트,30min,강좌,2019-02-07
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 448,2019 산업전망 2 / 안정영 컨설턴트,30min,강좌,2019-02-08
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 449,2019 채용동향 1 / 김태희 컨설턴트,30min,강좌,2019-02-11
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 450,2019 채용동향 2 / 김태희 컨설턴트,30min,강좌,2019-02-12
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 451,산업이슈 팁 10 / 임송하 컨설턴트,30min,강좌,2019-02-13
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 452,은행취업 - SC제일은행 / 권혁중 컨설턴트,30min,강좌,2019-02-14
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 453,은행취업 - 카카오뱅크 / 권혁중 컨설턴트,30min,강좌,2019-02-15
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 454,면접전략 - 면접오해와 진실 / 임송하 컨설턴트,30min,강좌,2019-02-18
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 455,면접전략 - 면접파헤치기 / 임송하 컨설턴트,30min,강좌,2019-02-19
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 456,2019 채용트랜드 9가지 / 신현종 컨설턴트,30min,강좌,2019-02-20
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 457,공채기간 자소서 작성법 / 신현종 컨설턴트,30min,강좌,2019-02-21
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 458,필수 경제상식 7 / 안정영 컨설턴트,30min,강좌,2019-02-22
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 459,합격하는 자소서 규칙 / 안정영 컨설턴트,30min,강좌,2019-02-25
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 460,"그룹면접 이렇게 1 (토론, 토의) / 최지현 컨설턴트",30min,강좌,2019-02-26
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 461,그룹면접 이렇게 2 (PT면접) / 최지현 컨설턴트,30min,강좌,2019-02-27
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 462,금융취업준비 1 (은행직무입문) / 김현빈 컨설턴트,30min,강좌,2019-02-28
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 463,금융취업준비 2 (퇴직연금) / 김현빈 컨설턴트,30min,강좌,2019-03-04
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 464,금융취업준비 3 (기업금융) / 김현빈 컨설턴트,30min,강좌,2019-03-05
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 465,취업준비 Q&A 1부  / 정광식 컨설턴트,30min,강좌,2019-03-06
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 466,취업준비 Q&A 2부 / 정광식 컨설턴트,30min,강좌,2019-03-07
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 467,SK증권 / 권혁중 컨설턴트,30min,강좌,2019-03-08
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 468,국민연금공단 / 권혁중 컨설턴트,30min,강좌,2019-03-11
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 469,면접화법 - 감성화법 / 이윤희 컨설턴트,30min,강좌,2019-03-12
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 470,면접화법 - 논리화법 / 이윤희 컨설턴트,30min,강좌,2019-03-13
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 471,취업 위한 기업 전략 1 / 안정영 컨설턴트,30min,강좌,2019-03-14
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 472,취업 위한 기업 전략 2 / 안정영 컨설턴트,30min,강좌,2019-03-15
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 473,은행필기대비 - IBK 기업은행 / 권혁중 컨설턴트,30min,강좌,2019-03-18
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 474,은행필기대비-우리은행 / 권혁중 컨설턴트,30min,강좌,2019-03-19
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 475,자기PR 스피치 / 최지현 컨설턴트,30min,강좌,2019-03-20
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 476,면접 답변 대비하자 / 최지현 컨설턴트,30min,강좌,2019-03-21
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 477,성공취업 길 찾기 / 박재경 컨설턴트,30min,강좌,2019-03-22
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 478,서류작성의 tip / 김태희 컨설턴트,30min,강좌,2019-03-25
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 479,면접과정의tip / 김태희 컨설턴트,30min,강좌,2019-03-26
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 480,면접스피치전략 - 효율적 연습 1 / 강은하 컨설턴트,30min,강좌,2019-03-27
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 481,면접스피치전략 - 효율적 연습 2 / 강은하 컨설턴트,30min,강좌,2019-03-28
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 482,자소서 차별화 방법 1 / 정광식 컨설턴트,30min,강좌,2019-03-29
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 483,자소서 차별화 방법 2 / 정광식 컨설턴트,30min,강좌,2019-04-01
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 484,은행취업 필기 전략 1 / 권혁중 컨설턴트,30min,강좌,2019-04-02
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 485,은행취업 필기 전략 2 / 권혁중 컨설턴트,30min,강좌,2019-04-03
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 486,이력서 작성하기 / 최지현 컨설턴트,30min,강좌,2019-04-04
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 487,자소서 작성하기 1 / 최지현 컨설턴트,30min,강좌,2019-04-05
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 488,자소서 작성하기 2 / 최지현 컨설턴트,30min,강좌,2019-04-08
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 489,금융취업 - 회계법인 / 김현빈 컨설턴트,30min,강좌,2019-04-09
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 490,"금융취업 - 회계, 재무 이해 / 김현빈 컨설턴트",30min,강좌,2019-04-10
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 491,면접준비 첫 걸음 / 신현종 컨설턴트,30min,강좌,2019-04-11
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 492,면접관이 읽는 자소서 / 신현종 컨설턴트,30min,강좌,2019-04-12
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 493,공공기관준비 이렇게 / 차연희 컨설턴트,30min,강좌,2019-04-15
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 494,취업에 필요한 리더십1 / 이윤희 컨설턴트,30min,강좌,2019-04-16
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 495,취업에 필요한 리더십2 / 이윤희 컨설턴트,30min,강좌,2019-04-17
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 496,면접이미지 / 임송하 컨설턴트,30min,강좌,2019-04-18
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 497,면접이미지 / 임송하 컨설턴트,30min,강좌,2019-04-19
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 498,대기업 합격전략 - 한섬 / 임송하 컨설턴트,30min,강좌,2019-04-22
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 499,취업 서류 작성 - 경력경험기술서 / 최지현 컨설턴트,30min,강좌,2019-04-23
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 500,취업서류작성 - 자소서사례 1 /. 최지현 컨설턴트,30min,강좌,2019-04-24
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 501,취업서류작성 - 자소서 사례 2 / 최지현 컨설턴트,30min,강좌,2019-04-25
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 502,공기업 면접 - 상황면접 / 차연희 컨설턴트,30min,강좌,2019-04-26
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 503,공기업 면접 - 토론 면접 / 차연희 컨설턴트,30min,강좌,2019-04-29
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 504,증권사취업 - 채용정보와 필기준비 / 권혁중 컨설턴트,30min,강좌,2019-04-30
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 505,은행취업 - AI면접과 필기 전략 / 권혁중 컨설턴트,30min,강좌,2019-05-02
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 506,공공기관취업  공공기관 이해와 정보 / 최지현 컨설턴트,30min,강좌,2019-05-03
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 507,공공기관취업  NCS채용 블라인드채용 / 최지현 컨설턴트,30min,강좌,2019-05-07
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 508,면접스피치 - 효과적 스피치 준비 1 / 강은하 컨설턴트,30min,강좌,2019-05-08
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 509,면접스피치 - 효과적 스피치 준비 2 / 강은하 컨설턴트,30min,강좌,2019-05-09
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 510,취업스트레스 극복하기 / 김태희 컨설턴트,30min,강좌,2019-05-10
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 511,나의 취업가치관 만들기 / 김태희 컨설턴트,30min,강좌,2019-05-13
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 512,합격자소서 작성 8가지 팁 / 안정영 컨설턴트,30min,강좌,2019-05-14
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 513,스피치 & 면접합격 법칙 9 / 안정영 컨설턴트,30min,강좌,2019-05-15
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 514,금융공공기관 채용과 면접 / 권혁중 컨설턴트,30min,강좌,2019-05-16
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 515,은행채용에 알아야 할 이슈 / 권혁중 컨설턴트,30min,강좌,2019-05-17
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 516,공기업취업 - 3 STEP 기업분석 / 차연희 컨설턴트,30min,강좌,2019-05-20
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 517,공기업 취업 - 인터뷰 & 직무기술서 / 차연희 컨설턴트,30min,강좌,2019-05-21
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 518,글로벌취업 - Resume & Coverletter / 임송하 컨설턴트,30min,강좌,2019-05-22
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 519,글로벌취업 - 채용프로세스&인터뷰 / 임송하 컨설턴트,30min,강좌,2019-05-23
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 520,경험으로 스펙쌓기 - 대외활동 / 최지현 컨설턴트,30min,강좌,2019-05-24
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 521,경험으로 스펙쌓기 - 공모전 / 최지현 컨설턴트,30min,강좌,2019-05-27
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 522,방송사 공채-채용과정과 동향 / 이윤희 컨설턴트,30min,강좌,2019-05-28
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 523,방송사 공채-공채 필수서류 / 이윤희 컨설턴트,30min,강좌,2019-05-29
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 524,면접준비 최종점검 - 로드맵 / 강은하 컨설턴트,30min,강좌,2019-05-30
2018,취준생가이드,직무특강 성공취업 X-file,522,직무특강 성공취업 X-File 525,자주 묻는 면접질문 / 강은하 컨설턴트,30min,강좌,2019-05-31
2013,취준생가이드,직업선택 성공노하우,2,직업선택 성공노하우,직업선택 성공노하우,10min,,2014-06-16
2013,취준생가이드,직업선택 성공노하우,2,직업선택 성공노하우,직업선택 성공노하우,10min,,2014-06-17
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 1-1,명절에 대처하는 직장인의 자세,30min,종합구성,2018-02-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 1-2,명절에 대처하는 직장인의 자세,30min,종합구성,2018-02-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 2-2,아프니까 직장인이다,30min,종합구성,2018-02-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 2-1,아프니까 직장인이다,30min,종합구성,2018-02-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 3-1,알아두면 쓸데있는 연봉이야기,30min,종합구성,2018-03-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 3-2,알아두면 쓸데있는 연봉이야기 2부,30min,종합구성,2018-03-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 4-2,직장인 자기개발의 끝은,30min,종합구성,2018-03-15
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 4-1,직장인 자기개발의 끝은,30min,종합구성,2018-03-15
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 5-2,인지도와 좋은 회사의 상관관계 2부,30min,종합구성,2018-03-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 5-1,인지도와 좋은 회사의 상관관계 1부,30min,종합구성,2018-03-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 6-2,고용안정성이란 무엇인가 2부,30min,종합구성,2018-03-29
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 6-1,고용안정성이란 무엇인가 1부,30min,종합구성,2018-03-29
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 7-1,프로들의 직업병 -마케팅 특집 1부,30min,종합구성,2018-04-05
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 7-2,프로들의 직업병 -마케팅 특집 2부,30min,종합구성,2018-04-05
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 8-1,프로들의 직업병 3부,30min,종합구성,2018-04-12
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 8-2,프로들의 직업병 4부,30min,종합구성,2018-04-12
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 9-2,워라밸을 꿈꾸는 그들 2부,30min,종합구성,2018-04-19
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 9-1,워라밸을 꿈꾸는 그들 1부,30min,종합구성,2018-04-19
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 10-2,직장인의 거짓말 2부,30min,종합구성,2018-04-26
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 10-1,직장인의 거짓말 1부,30min,종합구성,2018-04-26
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 11-1,직장인 사춘기  369의 법칙 1부,30min,종합구성,2018-05-03
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 11-2,직장인 사춘기  369의 법칙 2부,30min,종합구성,2018-05-03
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 12-2,직장인 영수증 2부,30min,종합구성,2018-05-10
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 12-1,직장인 영수증 1부,30min,종합구성,2018-05-10
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 13-1,직장인 영수증 3부,30min,종합구성,2018-05-17
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 13-2,면접관이 면접관을 면접하다 1부,30min,종합구성,2018-05-17
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 14-2,면접관이 면접관을 면접하다 3부,30min,종합구성,2018-05-24
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 14-1,면접관이 면접관을 면접하다 2부,30min,종합구성,2018-05-24
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 15-1,최악의 직장상사,30min,종합구성,2018-05-31
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 15-2,최악의 직장상사,30min,종합구성,2018-05-31
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 16-2,최악의 직장상사 4부,30min,종합구성,2018-06-07
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 16-1,최악의 직장상사 3부,30min,종합구성,2018-06-07
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 17-2,거절의 기술 2부,30min,종합구성,2018-06-21
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 17-1,거절의 기술 1부,30min,종합구성,2018-06-21
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 18-1,직장인의 점심시간 1부,30min,종합구성,2018-06-28
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 18-2,직장인의 점심시간 2부,30min,종합구성,2018-06-28
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 19-1,업무IQ 일머리 1부,30min,종합구성,2018-07-05
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 19-2,업무IQ 일머리 2부,30min,종합구성,2018-07-05
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 20-2,퇴사의 비밀 2부,30min,종합구성,2018-07-12
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 20-1,퇴사의 비밀 1부,30min,종합구성,2018-07-12
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 21-1,신입사원 연수의 모든 것 1부,30min,종합구성,2018-07-19
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 21-2,신입사원 연수의 모든 것 2부,30min,종합구성,2018-07-19
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 22-2,직장인의 휴가 이것이 현실이다 2부,30min,종합구성,2018-07-26
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 22-1,직장인의 휴가 이것이 현실이다 1부,30min,종합구성,2018-07-26
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 23-2,비자금과 여유자금 사이 2부,30min,종합구성,2018-08-02
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 23-1,비자금과 여유자금 사이 1부,30min,종합구성,2018-08-02
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 24-1,인사고과의 비밀 1부,30min,종합구성,2018-08-09
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 24-2,인사고과의 비밀 2부,30min,종합구성,2018-08-09
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 25-1,인사고과의 비밀 3부,30min,종합구성,2018-08-16
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 25-2,인사고과의 비밀 4부,30min,종합구성,2018-08-16
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 26-2,보고의 기술 2부,30min,종합구성,2018-08-23
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 26-1,보고의 기술 1부,30min,종합구성,2018-08-23
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 27-2,싸움의 기술 2부,30min,종합구성,2018-08-30
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 27-1,싸움의 기술 1부,30min,종합구성,2018-08-30
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 28-2,싸움의 기술 3부,30min,종합구성,2018-09-06
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 28-1,싸움의 기술 2부,30min,종합구성,2018-09-06
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 29-1,밀레니얼을 말하다 1부,30min,종합구성,2018-09-13
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 29-2,밀레니얼을 말하다 2부,30min,종합구성,2018-09-13
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 30-2,직장인 인맥쌓기의 진실 2부,30min,종합구성,2018-09-20
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 30-1,직장인 인맥쌓기의 진실 1부,30min,종합구성,2018-09-20
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 31-1,근무복장 비교체험 극과 극 1부,30min,종합구성,2018-09-27
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 31-2,근무복장 비교체험 극과 극 2부,30min,종합구성,2018-09-27
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 32-1,인재상이란 무엇인가 1부,30min,종합구성,2018-10-04
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 32-2,인재상이란 무엇인가 2부,30min,종합구성,2018-10-04
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 33-2,풀리지 않는 숙제 다이어트 2부,30min,종합구성,2018-10-11
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 33-1,풀리지 않는 숙제 다이어트 1부,30min,종합구성,2018-10-11
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 34-1,달라지는 사내 행사 1부,30min,종합구성,2018-10-18
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 34-2,달라지는 사내 행사 2부,30min,종합구성,2018-10-18
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 35-1,달라지는 사내 행사 -3부,30min,종합구성,2018-10-25
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 35-1,나의 직장생활 롤모델 1부,30min,종합구성,2018-10-25
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 36-1,나의 직장생활 롤모델 2부,30min,종합구성,2018-11-01
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 36-2,나의 직장생활 롤모델 3부,30min,종합구성,2018-11-01
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 37-1,직장인과 결혼 1부,30min,종합구성,2018-11-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 37-2,직장인과 결혼 2부,30min,종합구성,2018-11-08
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 38-2,나의 중소기업&스타트업 라이프 2부,30min,종합구성,2018-11-15
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 38-1,나의 중소기업&스타트업 라이프 1부,30min,종합구성,2018-11-15
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 39-2,직업정신이 대체 뭔데 -1부-,30min,종합구성,2018-11-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 39-1,나의 중소기업&스타트업 라이프 3부-,30min,종합구성,2018-11-22
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 40-2,직업정신이 대체 뭔데  3부,30min,종합구성,2018-11-29
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 40-1,직업정신이 대체 뭔데  2부,30min,종합구성,2018-11-29
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 41-1,클래스의 차이 직급 1부,30min,종합구성,2018-12-06
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 41-2,클래스의 차이 직급 2부,30min,종합구성,2018-12-06
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 42-2,"젊은 꼰대, 혹시 나 1부",30min,종합구성,2018-12-13
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 42-1,클래스의 차이 직급 3부-,30min,종합구성,2018-12-13
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 43-2,젊은 꼰대 혹시... 나 3부,30min,종합구성,2018-12-20
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 43-1,젊은 꼰대 혹시... 나 2부,30min,종합구성,2018-12-20
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 44-2,직장인의 소확행 2부,30min,종합구성,2018-12-27
2018,취준생가이드,직장생활 미리보기 인사불성,132,직장생활 미리보기 인사불성 44-1,직장인의 소확행,30min,종합구성,2018-12-27
