종목명,항목,내용
항만및해안기술사,진로 및 전망,"- 시공회사, 설계회사, 관공서, 학계, 연구소 등에서 설계, 해성, 시공·감리부서로 진   출할 수 있다. - 최근 시화호 수질오염 사례를 계기로 새만금 등 대규모 간척사업의 타당성에 대한 이   의가 증가함에 따라 필요한 사업만 허용하고, 대규모의 간척·매립을 억제하는등 감   소요인이 있으나「연안관리법」이 제정·공포됨에 따라 전 해안선을 대상으로 깨끗하   고 아름다운 연안환경을 조성하기 위한 연안정비계획의 수립에 착수하여 2000년부터    본격"
항만및해안기술사,출제경향," 항만 및 해안과 관련된 전문지식 및 응용능력 - 기술사로서의 지도감리·경영관리능력, 자질 및 품위"
항만및해안기술사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 대학 및 전문대학에 개설되어 있는 토목공학, 건축공학, 해양토목 및               항만공학 관련학과③ 시험과목   - 항만계획, 외곽시설, 접안시설, 입항 교통시설, 보안신호, 하역시설 및 해안의      보전 기타 항만과 해안에 관한 사항④ 검정방법   - 필기 : 단답형 및 주관식 논술형(매교시당 100분, 총400분)   - 면접 : 구술형 면접시험(30분 정도)⑤ 합격기준   - 전과목 평균 60점이상 득점자 "
해양기술사,개요,인구증가에 따른 식량과 자원의 고갈로 바다의 이용이 더욱 활발해 질 것이다.  따라서  인류의 식량 및 자원문제 해결을 위한 마지막 보고로서 풍부한 가능성을 갖고 있는 해 양 자원을 개발할 수 있는 전문적인 인력의 양성이 필요되어 자격제도 제정. 
해양기술사,변천과정,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 해양기술사(해양) 해양기술사해양기술사
해양기술사,수행직무,"해양에 관한 고도의 전문지식과 실무경험에 입각한 계획, 연구, 설계, 분석, 시험, 운 영, 시공, 평가 또는 이에 관한 지도, 감리 등의 기술업무 수행. "
해양기술사,실시기관 홈페이지,http://www.q-net.or.kr
해양기술사,실시기관명,한국산업인력공단 
해양기술사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술관리법 시행규칙제15조의4 품질시험 및 검사의 실시(별표11)건설공사 품질관리를 위한 품질관리자의 배치기준2건설기술관리법 시행규칙제8조 건설기술연구·개발사업의 협약체결 대상기관 등국토해양부령이 정하는 기관·협회·학회3건설기술관리법 시행령제4조 건설기술자의 범위(별표1)건설기술자의 범위4건설기술관리법 시행령제51조의2 감리원의 자격(별표3)감리원의 자격5건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준6경찰공무원임용령제16조 특별채용의 요건특별채용의 자격7고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제8공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급9공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시10공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증11공원구역내광물채굴허가사무처리규칙제6조 허가절차등광물채굴의 협의를 신청하고자 할때 서류 작성자12공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우13공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건14공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건15과학기술인공제회법제6조 회원의 자격공제회의 회원 자격16광업법 시행령제11조 현장조사를 하지 아니하는 사유단서에 따라 현장조사를 하지 아니하는 사유17교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격18교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정19국가공무원법제36조의2 채용시험의 가점채용시험의 가점20국가과학기술 경쟁력강화를 위한 이공계지원특별법제16조 기업의 이공계인력의 활용지원국가 및 지방자치단체는 벤처기업이 미취업상태에 있는 이공계 석사학위·박사학위를 취득한 자 또는 기술사자격을 취득한 자를 채용하는 경우 예산의 범위안에서 재정지원을 하거나 조세관계 법률이 정하는 바에 따라 세금감면 등 필요한 지원을 할 수 있음21국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제22국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의23국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제6조 실태조사의 시기 및 방법 등이공계분야의 박사학위를 취득한 자 및 주요 이공계인력의 정의24국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대25국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격26국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대27국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산28국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자29국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우30군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제31군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산32군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격33군인사법 시행규칙제14조 부사관의 임용부사관의 자격34군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위35근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의36근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 37근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자38근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표1의2)기능대학의 교원 자격39근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대40기간제 및 단시간근로자 보호 등에 관한 법률 시행령제3조 기간제근로자 사용기간 제한의 예외기간제근로자 사용기간 제한의 예외41기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등42기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격43기술사법제11조 서명날인기술사가 설계도서등을 작성하거나 제작, 일부를 변경한 경우 그 설계도서등에 서명날인할 때 자격의 해당 기술분야 및 자격종목 명시44기술사법제15조 기술사회 회원기술사회원 자격45기술사법제2조 정의기술사의 정의46기술사법제6조 기술사사무소의 개설 등록등합동기술사 사무소 개설에 필요한 자격47기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건48기술심리관규칙제2조 기술심리관의 자격기술심리관의 자격49기술의 이전 및 사업화 촉진에 관한 법률 시행령제16조 기술거래기관의 지정기준 등기술거래기관에 필요한 인력기준50기술의 이전 및 사업화 촉진에 관한 법률 시행령제32조 기술평가기관의 지정기준 등기술평가를 위한 전담인력 및 담당조직 등 대통령령이 정하는 기준을 갖춘 기관에 필요한 인력기준51독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제52독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자53문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준54방위사업법제6조 청렴서약제 및 옴부즈만제도옴부즈만의 자격55법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준56병역법제53조 전시근로소집 대상 등전시근로소집 대상57병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원58부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원59비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위60산업디자인진흥법시행령제4조 연구 및 진흥사업의 참여기관등산업디자인에 관한 연구 및 진흥사업의 참여기관61산지관리법 시행령제28조 중앙산지관리위원회의 구성중앙산지관리위원회 위원62산지관리법 시행령제31조 지방산지관리위원회의 설치ㆍ운영 등지방산지관리위원회의 위원63석탄산업법 시행령제44조 실지조사할 자의 자격실지조사를 할 자로 지정받을 수 있는 자64선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제65엔지니어링기술 진흥법제3조의6 기술사의 고용확대정부가 엔지니어링활동주체의 기술사 고용 확대 권장66엔지니어링기술진흥법시행규칙제3조 엔지니어링활동주체의 신고기준(별표1)엔지니어링활동주체의 신고 기술인력67여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격68연구직 및 지도직공무원의 임용 등에 관한 규정제12조 전직시험의 면제(별표2의5)전직시험없이 전직임용 자격69연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산70연구직 및 지도직공무원의 임용 등에 관한 규정제7조의2 특별채용시험의 응시자격(별표2의5)연구직 또는 지도직공무원의 특별채용시험 응시 자격71원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격72자연재해대책법 시행령제32조의2 대행자의 등록요건 등(별표3)방재안전대책수립대행자 등록요건73장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력74전력기술관리법 시행령제27조 설계업ㆍ감리업의 종류별 등록 기준 등(별표4, 별표5)설계업 또는 감리업 등록을 하려는 자의 인력 요건75조세특례제한법 시행령제5조 창업중소기업 등에 대한 세액감면창업중소기업 등에 대한 세액감면76주택법 시행령제62조의8 하자진단 및 하자감정안전진단기관의 자격77중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원78중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제79중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력80중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력81중소기업창업 지원법 시행령제9조 창업투자회사의 등록요건창업토자회사 전문인력82지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우83지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산84지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정85지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산86지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 87지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산88지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원89지방자치법 시행령제26조 감사청구심의회감사청구심의회의 위원90지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원91지하수법 시행령제32조 지하수개발ㆍ이용시공업의 등록등(별표4)지하수개발·이용시공업의 등록 기준92측량·수로조사 및 지적에 관한 법률제43조 수로기술자수로기술자의 자격93측량·수로조사 및 지적에 관한 법률 시행령제33조 수로기술자의 자격기준 등(별표6)수로기술자의 자격기준94측량·수로조사 및 지적에 관한 법률 시행령제47조 수로사업의 등록기준(별표10)수로사업의 등록기준95폐기물관리법 시행령제16조 기술관리대행자폐기물처리시설의 유지·관리에 관한 기술관리를 대행할 수 있는 자96풍수해보험법 시행령제16조의2 풍수해보험관리지도 작성 대행자의 기술인력 구비 조건(별표)풍수해보험관리지도 작성의 대행 업무를 하려는 자가 갖추어야 할 기술인력97해양경찰청소속 경찰공무원 승진임용규정제15조 가점평정(별표5, 7)가점평정98해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준99해양환경관리법 시행규칙제54조 평가대행자의 등록요건(별표20)해역이용영향평가대행자 등록요건100해양환경관리법 시행령제58조 해양오염영향조사(별표13)해양오염영향조사기관의 지정기준101해외건설촉진법 시행령제5조 해외건설업의 업종 및 자격(별표2)해외건설업의 신고 자격102헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급103환경영향평가법 시행규칙제13조 협의내용 관리책임자의 지정·통보(별표1)관리책임자의 자격기준104환경영향평가법 시행규칙제20조 평가대행자의 등록(별표1)평가대행자의 등록"
해양기술사,진로 및 전망," 중공업, 건설, 전력, 정유, 연안임해공단 환경관련회사, 해양 및 자원개발업체, 대륙   붕개발, 해저석유개발 관련업체 및 관련연구기관에 진출할 수 있다. 품질검사 전문    기관의 기술인력과 감리원 자격을 취득하여 감리전문회사의 특급감리 및 고급 감리원   으로 진출할 수 있다.  - 산업 발달 및 인구증가에 따른 자원고갈 및 식량부족으로 지구상의 마지막 보고라 불   리는 바다를 개발하여 인류생활에 활용하고자 하는 해양개발사업은 더욱 활발해 질    것이다. 또한 해양개발에 따른 해양환경영향평가 작업도 증가할 것으로 보여 이에 따   른 인력수요 증가도 예상되지만, 최근 시험 응시자수와 합격자수를 볼 때 그 숫자가    크게 증가될 것으로 보이지 않는다."
해양기술사,출제경향," 해양에 관련된 실무경험, 일반지식, 전문지식 및 응용능력.  - 기술사로서의 경영관리·지도감리능력, 자질 및 품위."
해양기술사,취득방법,① 시 행 처 : 한국산업인력공단② 관련학과 : 대학 또는 전문대학의 해양 관련학과  ③ 시험과목 : 해양생물·해양지질·해양화학·해양물리·해양자원 및 해양공학                기타 해양부분의 조사·평가 및 계획 등에 관한 사항.④ 검정방법    - 필기 : 단답형 및 주관식 논술형   - 면접 : 구술형 면접(시험시간 30분 정도)④ 합격기준   - 필기·면접 : 100점을 만점으로 하여 60점 이상 득점자 
화공기술사,개요,"공업화학기술사, 화학장치설비기술사, 화학공장설계기술사, 고분자제품기술사가 2005년도에 화공기술사로 통합되어 2006년부터 시행 "
화공기술사,변천과정," 1974년(대통령령 제7283호, 1974.10.16)1991년(대통령령 제13494호, 1991.10.31)2004년(노동부령 제217호, 2004.12.31)현재화공기술사(유기화학제품)고분자제품기술사화공기술사화공기술사화공기술사(섬유소)화공기술사(고분자제품)화공기술사(전기화학)공업화학기술사화공기술사(화학비료)화공기술사(무기약품)화공기술사(연료 및 윤활유)화공기술사(화학장치 및 설비)화학장치설비기술사화공기술사(화학공장설계)화학공장설계기술사"
화공기술사,실시기관 홈페이지,http://www.q-net.or.kr
화공기술사,실시기관명,한국산업인력공단 
